part_a,part_b,similarity,distance,topology_distance,geometry_distance,shape_distance,size_distance,size_gate_failed,same_group
48,59,0.9999999999989947,1.0053344458206401e-12,0.0,8.247298450759375e-15,5.015762463570286e-12,8.008566259537312e-16,False,True
52,59,0.9999999999989909,1.0091191604297446e-12,0.0,1.452166738521997e-14,5.027270198981575e-12,2.3135858083107732e-16,False,True
36,46,0.9999999999989876,1.0124675648491342e-12,0.0,1.4623058059409856e-14,5.043057930888967e-12,1.3347610432562185e-15,False,True
32,37,0.9999999999989846,1.0154579161939984e-12,0.0,1.4299744601633152e-14,5.058560653150267e-12,1.138996090245301e-15,False,False
36,54,0.9999999999989752,1.024818487616931e-12,0.0,2.0653553450435976e-14,5.0974079015934926e-12,1.1567929041553904e-15,False,False
37,53,0.9999999999989746,1.0254384302257004e-12,0.0,8.463863796425762e-15,5.115731379094421e-12,1.1745897180654727e-15,False,False
28,44,0.9999999999989685,1.0315299895772282e-12,0.0,3.868753444955853e-15,5.152693877586052e-12,1.6017132519074596e-16,False,False
53,56,0.9999999999989655,1.0345416213867578e-12,0.0,3.3387970943336037e-15,5.167733753939918e-12,1.0678088346049745e-15,False,False
34,56,0.999999999998965,1.0349186575680596e-12,0.0,6.220227056042423e-15,5.165549981029152e-12,1.6906973214578774e-15,False,False
46,55,0.999999999998964,1.035927320587264e-12,0.0,1.1102164837657622e-14,5.165011430705024e-12,9.966215789646397e-16,False,True
44,56,0.9999999999989629,1.03702877077661e-12,0.0,5.517094280106678e-15,5.17685933454793e-12,1.850868646648624e-15,False,False
44,59,0.9999999999989623,1.0377039917697268e-12,0.0,9.75749790948328e-15,5.175976048590533e-12,4.627171616621551e-16,False,False
27,55,0.9999999999989606,1.0393390661163674e-12,0.0,5.491689898637083e-15,5.188295743008796e-12,2.046633599659537e-15,False,False
23,52,0.9999999999989566,1.0433388284197549e-12,0.0,1.496855420308276e-14,5.1978232780197295e-12,2.135617669209946e-16,False,True
36,47,0.9999999999989554,1.0446582159179867e-12,0.0,2.5976440644870768e-14,5.1899662817161615e-12,1.1389960902453076e-15,False,True
27,43,0.9999999999989513,1.0486627704095918e-12,0.0,1.5034983679185818e-15,5.239952894330047e-12,1.9754463440192065e-15,False,False
44,48,0.9999999999989432,1.0567880235228427e-12,0.0,2.0267144393915647e-15,5.28060586793902e-12,1.0678088346049715e-15,False,False
21,38,0.9999999999989415,1.0584483753489935e-12,0.0,1.9006433045822593e-14,5.268136797566443e-12,4.627171616621542e-16,False,False
32,35,0.9999999999989398,1.0602010597818539e-12,0.0,7.137365578397731e-15,5.291256040089454e-12,1.1034024624251403e-15,False,True
41,48,0.9999999999989319,1.068126708852968e-12,0.0,1.2877059911723619e-14,5.323602886644907e-12,1.2457769737057966e-15,False,True
37,59,0.9999999999989314,1.0685930016168813e-12,0.0,1.4466713878644042e-14,5.3243877541500964e-12,6.584821146730672e-16,False,True
34,37,0.999999999998927,1.0730445916873923e-12,0.0,1.6125941482590596e-14,5.34458501760815e-12,6.406853007629833e-16,False,False
24,27,0.9999999999989203,1.0797169861027256e-12,0.0,1.360593447913163e-14,5.37994910394194e-12,2.171211297030103e-15,False,False
45,47,0.9999999999989142,1.0857855025868894e-12,0.0,1.913765235582357e-14,5.404097809980253e-12,1.2101833458856359e-15,False,True
31,56,0.9999999999989125,1.0874210098047443e-12,0.0,7.0665046467688895e-15,5.427644580524929e-12,8.364502537738966e-16,False,True
